chr1A	4807663	4812397	DAP_52,DAP_53,DAP_54	35	.	5.3845	9.28439	3.58938	3
chr1A	11731976	11732381	DAP_52,DAP_54	28	.	5.16999	8.25331	2.8666	2
chr1A	21081536	21106869	DAP_52,DAP_53,DAP_54	42	.	5.93221	9.78815	4.22057	3
chr1A	41892877	41897178	DAP_52,DAP_54	35	.	5.53498	8.98184	3.50084	2
chr1A	554444666	554510884	DAP_52,DAP_53,DAP_54	557	.	25.2397	62.3552	55.7829	3
chr1A	563287636	563322105	DAP_52,DAP_53,DAP_54	57	.	6.37675	11.4952	5.71436	3
chr1B	3152117	3197787	DAP_52,DAP_53,DAP_54	83	.	7.84944	14.0861	8.38987	3
chr1B	4353377	4353519	DAP_53,DAP_54	59	.	6.8783	11.7168	5.96536	2
chr1B	21286818	21300418	DAP_52,DAP_54	36	.	5.65373	9.20299	3.66569	2
chr1B	24516478	24517371	DAP_53,DAP_54	36	.	5.59287	9.10771	3.6243	2
chr1B	80735968	80736386	DAP_52,DAP_54	79	.	7.58389	13.7539	7.96829	2
chr1B	80875035	80875299	DAP_52,DAP_53,DAP_54	6832	.	204.805	691.141	683.24	3
chr1B	154785055	154785588	DAP_52,DAP_54	38	.	5.47295	9.22741	3.86042	2
chr1B	543007597	543007853	DAP_52,DAP_54	122	.	9.60316	18.0633	12.2083	2
chr1B	544588323	544608253	DAP_52,DAP_53,DAP_54	692	.	30.1613	76.054	69.2898	3
chr1B	634154997	634189662	DAP_52,DAP_53,DAP_54	76	.	7.68003	13.474	7.66513	3
chr1B	655272879	655327180	DAP_52,DAP_53	26	.	4.73704	7.79631	2.62375	2
chr1D	6736183	6741211	DAP_52,DAP_54	29	.	4.91522	7.99262	2.93999	2
chr1D	144237272	144237398	DAP_52,DAP_53	220	.	13.4797	28.3223	22.035	2
chr1D	462151839	462152479	DAP_52,DAP_53,DAP_54	84	.	7.70188	14.3985	8.43203	3
chr1D	491424066	491424349	DAP_52,DAP_53,DAP_54	1130	.	44.8255	119.808	113.041	3
chr2A	16079909	16080338	DAP_52,DAP_53	28	.	4.99592	8.48526	2.88625	2
chr2A	18272638	18292485	DAP_52,DAP_54	41	.	5.55048	9.44598	4.17561	2
chr2B	24936230	24936593	DAP_52,DAP_53	48	.	6.01818	10.6415	4.8596	2
chr2B	47840438	47841286	DAP_52,DAP_54	33	.	5.22983	8.71748	3.36063	2
chr2B	58773880	58792170	DAP_52,DAP_53,DAP_54	31	.	5.27853	8.68112	3.16534	3
chr2B	98906803	98907000	DAP_52,DAP_54	59	.	6.54547	11.5172	5.95403	2
chr2B	268767549	268777885	DAP_52,DAP_53,DAP_54	324	.	17.318	38.8393	32.449	3
chr2B	443693183	443693331	DAP_52,DAP_53	136	.	10.0681	19.6254	13.6925	2
chr2D	11233901	11234385	DAP_52,DAP_54	34	.	5.47234	8.87312	3.43812	2
chr2D	18253983	18265338	DAP_52,DAP_53,DAP_54	27	.	5.08544	8.09106	2.73757	3
chr2D	43133024	43134081	DAP_53,DAP_54	49	.	6.27639	10.5235	4.91962	2
chr2D	43184637	43184995	DAP_52,DAP_53	32	.	5.1887	8.88172	3.23507	2
chr2D	44535158	44535575	DAP_52,DAP_54	27	.	5.10417	8.1121	2.72244	2
chr2D	64731580	64731766	DAP_53,DAP_54	48	.	6.30044	10.5105	4.83469	2
chr2D	285514091	285522165	DAP_52,DAP_53,DAP_54	115	.	9.06805	17.5919	11.5421	3
chr2D	380776340	380776494	DAP_53,DAP_54	37	.	5.46259	9.445	3.73069	2
chr2D	380940194	380940366	DAP_52,DAP_53,DAP_54	113	.	9.07238	17.449	11.3472	3
chr2D	508425704	508472847	DAP_52,DAP_54	25	.	4.95841	7.82966	2.50722	2
chr2D	638427475	638427679	DAP_52,DAP_53,DAP_54	240	.	14.7533	30.193	24.003	3
chr2D	648662062	648662182	DAP_53,DAP_54	601	.	28.3299	66.7734	60.1625	2
chr3A	15972964	15993568	DAP_52,DAP_54	34	.	5.22471	8.72317	3.46448	2
chr3A	16587366	16600179	DAP_52,DAP_54	35	.	5.55914	9.03357	3.55618	2
chr3A	224808811	224809072	DAP_52,DAP_54	85	.	8.09517	14.3825	8.531	2
chr3A	515890283	515890808	DAP_52,DAP_54	46	.	6.17598	10.294	4.69396	2
chr3A	571387250	571387405	DAP_52,DAP_53	220	.	13.6611	28.2559	22.0335	2
chr3A	688624889	688625092	DAP_52,DAP_53,DAP_54	160	.	11.1295	22.0936	16.0267	3
chr3B	1423537	1424965	DAP_53,DAP_54	32	.	5.42688	8.75505	3.28394	2
chr3B	1857935	1858323	DAP_52,DAP_53,DAP_54	382	.	19.6233	44.4366	38.2823	3
chr3B	6067112	6093672	DAP_52,DAP_53,DAP_54	62	.	6.68835	12.1396	6.28706	3
chr3B	39807108	39807686	DAP_52,DAP_53,DAP_54	129	.	10.1517	18.952	12.9148	3
chr3B	69382786	69383406	DAP_52,DAP_53,DAP_54	41	.	5.69667	9.40607	4.15468	3
chr3B	101909918	101920545	DAP_52,DAP_53,DAP_54	504	.	24.8831	56.9275	50.4269	3
chr3B	154189566	154200983	DAP_52,DAP_54	33	.	5.4787	8.85603	3.36681	2
chr3B	201488936	201522468	DAP_52,DAP_53,DAP_54	434	.	21.7378	49.8365	43.4904	3
chr3B	241591050	241591194	DAP_52,DAP_53,DAP_54	334	.	18.4308	39.6914	33.408	3
chr3B	796326716	796328149	DAP_52,DAP_53,DAP_54	643	.	28.5528	71.098	64.3588	3
chr3B	815458769	815460487	DAP_52,DAP_53,DAP_54	26	.	5.0646	8.04269	2.68405	3
chr3B	821029914	821037393	DAP_53,DAP_54	27	.	4.9095	8.30753	2.72987	2
chr3D	96618810	96619354	DAP_52,DAP_53,DAP_54	936	.	36.0475	99.9763	93.6507	3
chr3D	103266619	103266772	DAP_52,DAP_53	29	.	5.00688	8.51056	2.91319	2
chr4A	1623325	1623504	DAP_52,DAP_54	41	.	5.65251	9.59787	4.17921	2
chr4A	11645236	11645426	DAP_52,DAP_53,DAP_54	234	.	14.447	29.5839	23.4433	3
chr4A	196008496	196009304	DAP_52,DAP_53,DAP_54	55	.	6.34958	11.3903	5.58487	3
chr4A	452548214	452548381	DAP_52,DAP_53,DAP_54	156	.	10.7848	21.7642	15.6139	3
chr4A	612500097	612519134	DAP_52,DAP_54	28	.	4.88333	8.02814	2.86522	2
chr4A	731007670	731012176	DAP_52,DAP_53,DAP_54	32	.	5.09843	8.47834	3.29179	3
chr4A	739977777	739977955	DAP_52,DAP_54	51	.	6.1741	10.7205	5.18541	2
chr4B	15925766	15929725	DAP_52,DAP_53,DAP_54	38	.	5.48271	9.52276	3.8497	3
chr4B	151526680	151527075	DAP_53,DAP_54	34	.	5.3272	9.16655	3.48569	2
chr4B	218338111	218338371	DAP_53,DAP_54	44	.	5.96332	9.90662	4.41356	2
chr4B	230366644	230366823	DAP_52,DAP_53,DAP_54	44	.	6.04865	10.031	4.44698	3
chr4B	258088327	258088473	DAP_52,DAP_53,DAP_54	726	.	31.9064	79.4915	72.6179	3
chr4B	454101711	454101873	DAP_52,DAP_53,DAP_54	355	.	19.0424	41.7984	35.5006	3
chr4B	543359473	543359666	DAP_52,DAP_53,DAP_54	135	.	10.4408	19.5821	13.5146	3
chr4B	657984061	657984285	DAP_52,DAP_53,DAP_54	100	.	8.75383	15.9543	10.0912	3
chr4D	165633474	165667481	DAP_52,DAP_53,DAP_54	97	.	8.29747	15.4625	9.70482	3
chr4D	500533243	500540281	DAP_52,DAP_53,DAP_54	49	.	6.29731	10.5872	4.99461	3
chr4D	506996997	507006985	DAP_53,DAP_54	32	.	5.18866	8.88164	3.23501	2
chr5A	31087764	31092550	DAP_52,DAP_53,DAP_54	39	.	5.78683	9.49441	3.96821	3
chr5A	32897365	32898724	DAP_53,DAP_54	27	.	5.09426	8.17139	2.75232	2
chr5A	132069586	132069803	DAP_52,DAP_53	77	.	7.53786	13.594	7.77961	2
chr5A	338149136	338149504	DAP_52,DAP_53,DAP_54	300	.	16.5539	36.4972	30.0792	3
chr5A	482021946	482025071	DAP_52,DAP_53,DAP_54	707	.	31.6153	77.3771	70.776	3
chr5A	490625910	490626119	DAP_52,DAP_54	41	.	5.89594	9.72633	4.19653	2
chr5A	599224110	599224380	DAP_52,DAP_53,DAP_54	386	.	20.0785	44.9433	38.6887	3
chr5A	623378488	623380132	DAP_52,DAP_53,DAP_54	32	.	5.2597	8.54608	3.22254	3
chr5A	698528398	698534193	DAP_52,DAP_54	28	.	5.12833	8.17317	2.80629	2
chr5A	709773513	709773688	DAP_52,DAP_54	131	.	10.1031	19.0906	13.154	2
chr5B	81641	82595	DAP_52,DAP_54	24	.	4.90489	7.72596	2.48567	2
chr5B	6967631	6969589	DAP_53,DAP_54	24	.	4.90317	7.79631	2.44839	2
chr5B	15271246	15288535	DAP_52,DAP_53,DAP_54	34	.	5.50187	8.91371	3.44432	3
chr5B	16077177	16078448	DAP_52,DAP_54	26	.	5.06196	8.03032	2.65645	2
chr5B	137659165	137660507	DAP_52,DAP_53,DAP_54	33	.	5.43141	8.79193	3.36488	3
chr5B	142858755	142877105	DAP_52,DAP_53,DAP_54	75	.	7.30936	13.4563	7.50718	3
chr5B	392118560	392119250	DAP_52,DAP_54	40	.	5.84437	9.61987	4.09878	2
chr5B	405293670	405339688	DAP_52,DAP_53,DAP_54	115	.	9.04431	17.5541	11.5139	3
chr5B	429064874	429065350	DAP_53,DAP_54	62	.	6.7035	12.1178	6.2363	2
chr5B	430298668	430299076	DAP_52,DAP_54	56	.	6.51093	11.3639	5.69608	2
chr5B	572430393	572430791	DAP_52,DAP_53	52	.	6.21456	11.0841	5.29148	2
chr5B	599755026	599755441	DAP_52,DAP_54	46	.	5.94443	10.1645	4.61501	2
chr5B	617700142	617700333	DAP_52,DAP_53,DAP_54	193	.	12.3815	25.6164	19.3742	3
chr5B	691159418	691200412	DAP_52,DAP_54	41	.	5.65866	9.60454	4.15813	2
chr5B	691472950	691473681	DAP_52,DAP_54	28	.	5.00953	8.00533	2.82076	2
chr5D	28034195	28034579	DAP_52,DAP_53,DAP_54	71	.	7.31989	12.7612	7.12846	3
